idFrame,name,description
85,Manipular_para_fazer,"Um #Manipulador faz com que sua #Vítima execute uma #Ação_resultante contra o que seu melhor julgamento teria sido na época. O meio pelo qual o #Manipulador supera ou contorna a resistência em agir da #Vítima não precisa ser a expressão linguística. Em alguns casos, os #Bens podem substituir uma #Ação_resultante da #Vítima em entregar os #Bens ao #Manipulador."
86,Encontro_hostil,"Este frame consiste em palavras que descrevem um encontro hostil entre forças opostas (#Lado_1 e #Lado_2, conceptualizadas coletivamente como #Lados) sobre um #Problema disputado e / ou para atingir uma #Finalidade específica."
87,Furto,Este Frame descreve situações em que um #Perpetrador toma #Bens de uma #Vítima ou #Origem. Os #Meios pelos quais isso é realizado também podem ser expressos.
88,Posição_em_uma_escala,"Esse frame contém palavras que descrevem a posição estática de um #Item em uma escala em relação a alguma propriedade #Variável.
 
"
89,Causar_mudança_de_posição_em_uma_escala,"Este frame consiste em palavras que indicam que um #Agente ou uma #Causa afeta a posição de um #Item em alguma escala (o #Atributo) para alterá-lo de um valor inicial (#Valor_1) para um valor final (#Valor_2). A direção da mudança (#Trajetória) pode ser codificada, bem como a magnitude da mudança (#Diferença). A taxa de mudança do valor (#Velocidade) pode opcionalmente ser indicada assim como uma segunda escala (#Co-variável), com a qual os valores estão correlacionados."
90,Afetar_pensador_pelo_evento,"Um #Evento faz com que o #Pensador aceite algum #Conteúdo. Embora o #Pensador forme uma intenção, não implica que ele / ela atue."
91,Roubo,"Estas palavras descrevem situações em que um #Perpetrador ofende uma #Vítima tirando algo (#Bens) dela. Em alguns casos, o local de #Fonte de onde os #Bens foram retirados é usada para se referir metonimicamente à #Vítima. O roubo pode ser feito de uma #Maneira específica (por exemplo, com força) e por meio de um #Meio específico (por exemplo, ameaçando a #Vítima )."
93,Relações_pessoais,"As ULs desse frame tem a ver com pessoas e os #Relações pessoais em que estão ou podem ser parte de. Algumas palavras denotam pessoas envolvidas em um certo tipo de #Relação, outras denotam a #Relação, ainda outras os eventos relacionados ao início ou término de uma #Relação. Muitas das palavras pressupõem um entendimento de estados e eventos que devem ter ocorrido antes que outro evento acontecesse ou antes da pessoa ser classificada de um determinado modo."
94,Agregado,Este frame contém substantivos que denotam o #Agregado de um #Indivíduo. Os #Agregados podem ser descritos por uma #Propriedade_agregada.
95,Parentesco,"Este frame contém palavras que denotam relações de parentesco. Ao anotar os usos direcionais dessas palavras, usamos os termos padrão da antropologia, #Ego e #Alter."
96,Localização_de_luz,"Uma #Figura perceptível se mostra contra a localização de um #Fundo devido à #Luz brilhando sobre/através dela, sua percepção possivelmente dependente da #Causa_do_brilho. Esse frame é semelhante ao frame Movimento_de_luz; no entanto, em Localização_de_luz, a #Luz é concebida como estacionária, enquanto em Movimento_de_luz a #Luz é concebida como em movimento linear para fora da fonte de luz, através de um caminho, até quaisquer objetos que sejam iluminados. "
97,Aparato,"Este frame contém palavras gerais que indicam o equipamento onde o #Uso ou o propósito não é especificado pelo lexema, mas (tipicamente) por uma expressão separada. As palavras são descritas com relação ao #Uso para o qual o item é usado ou seu #Usuário típico."
98,Prova,Este frame trata do teste ou exame do conhecimento de alguém ou habilidade em uma área particular. Um #Examinador conduz uma #Prova a um #Examinado para determinar o o #Conhecimento do #Examinado e / ou determinar sua #Qualificação de algum privilégio; isso é feito pelo #Examinado demonstrando uma habilidade ou escrevendo respostas para perguntas.
99,Dimensão,"Este frame diz respeito a palavras que expressam a posição de um #Objeto em uma escala, sua #Medição, com relação a algum atributo, sua #Dimensão. O #Lócus, identificando a sub-região do #Objeto, onde a #Dimensão é medida, também pode ser expressa."
100,Residência,"Este frame refere-se a pessoas (os #Residentes) que residem em um #Local, algumas vezes com um #Co_residente.

<ex><fex name=""Resident"">Pedro</fex> <t>mora</t> <fex name=""Location"">em São Paulo</fex>.</ex>
<ex><fex name=""Resident"">Suzana</fex> <m>é</m> uma <t>habitante</t> <fex name=""Location"">deBrasília</fex>.</ex>"
101,Cenário_da_educação,"Esse frame contém palavras referentes ao domínio da educação. Um #Estudante vai aprender sobre um #Tema, uma #Habilidade, um #Preceito ou um #Fato como resultado da instrução de um #Professor. Alguns dos nomes neste frame referem-se a posições administrativas e não adotam EFs relevantes; estes serão, portanto, deslocados."
102,Causar_dano,"As palavras neste frame descrevem uma situação na qual um #Agente ou uma #Causa fere uma #Vítima. A #Parte_do_corpo da #Vítima que é mais diretamente afetada também pode ser mencionada no lugar da #Vítima. Em tais casos, a #Vítima é geralmente  indicada como um modificador possessivo da #Parte_do_corpo, no caso em que o EF #Vítima é indicado em uma segunda camada de EF."
103,Chance,Esse frame diz respeito à probabilidade de ocorrência de um #Evento_hipotético. O #Evento_hipotético é seu único elemento de frame nuclear.
104,Catástrofe,"As palavras nesse frame envolvem um #Evento_indesejável que afeta o #Paciente negativamente. Nenhum agente precisa estar envolvido.
"
105,Tentar ,Um #Agente tenta alcançar um #Objetivo. A #Consequência também pode ser mencionada explicitamente.
106,Cumprimento_de_normas,Este frame diz respeito a #Atos e #Estados_de_coisas pelos quais #Protagonistas são responsáveis e que seguem ou violam algum conjunto de regras ou #Normas.
107,Posse,Um #Possuidor tem ou carece de uma #Posse.
109,Acusação,"Em uma audiência, um #Réu é informado sobre as #Acusações contra ele ou ela, (geralmente) entra em uma alegação e uma decisão é tomada por um #Juiz quanto à quantidade de fiança, se houver."
110,Decisão_sobre_fiança,"Este frame cobre um passo em um processo criminal no qual um #Juiz julga se o #Acusado deve ser libertado sob fiança e, em caso afirmativo, qual deve ser o valor da fiança.
"
111,Sequestrar,As palavras neste frame descrevem situações em que um #Sequestrador leva e retém a #Vítima contra sua vontade através do uso da força.
112,Sequestro_de_veículo,"As palavras nesse frame descrevem situações nas quais um #Perpetrador toma à força o controle do  #Veículo de uma #Vítima, para obter algum ganho. "
113,Atividade,"Este é um frame abstrato para atividades durativas nas quais o #Agente entra em um estado contínuo de #Atividade, permanece neste estado por determinada #Duração de #Tempo, e deixa esse estado tanto pelo fato de ele ter acabado ou ter sido suspenso.  A #Atividade do #Agente deve ser intencional.  Esse frame geralmente é destinado à herança de EFs em comum e fornece a estrutura do frame para o início, meio, fim ou suspensão de uma #Atividade, cada um dos quais constitui um subframe para esse frame. Esse frame deve ser comparado ao frame de Processo."
114,Evento_social,"Um #Evento_social ocorre quando os #Participantes estão presentes para realizar uma função social ou atividade conjunta. O #Evento_social é frequentemente uma festa ou celebração, na qual é possível falar sobre alguém que está sendo honrado (o #Beneficiário) ou sua função pode ser para celebrar uma #Ocasião em que os #Participantes estão presentes. Muitas vezes, um participante específico, o #Anfitrião, oferece um local para as pessoas se reunirem."
115,Configuração_do_cabelo,"Estilos temporários ou permanentes e #Configurações de #Cabelo, bem como sua natureza inerente. Observe que a fixação e a parte do corpo geralmente serão incorporados aos significados lexicais. As #Sub-regiões geralmente não são especificadas e, às vezes, incorporadas."
116,Estupro,As palavras neste frame descrevem situações em que o #Perpetrador tem relações sexuais com a #Vítima à força (ou ameaçando o uso da força) e sem o seu consentimento.
117,Tipo,"Este frame tem a ver com nomes denotando tipos de entidades. O #Subtipo refere-se à coleção de membros de uma #Categoria mais geral que tem certas características definidas; alternativamente, o #Subtipo refere-se somente ao tipo próprio, ou seja, um conjunto maior restrito de características do que aqueles que são #Categoria gerais.  As propriedades dos items que são incluídos na coleção que pode ser especificada pelo #Item_propriedade.  Às vezes, os #Subtipos são descritos por algum #Tipo_propriedade."
118,Notificação_de_acusações,"O juiz ou outro oficial do tribunal (a #Autoridade_encarregada) informa o #Acusado das #Acusações contra ele/ela, ou seja, as ações alegadas e as leis relevantes."
119,Declarar-se_culpado _ou_inocente,"O #Acusado #Declara-se_culpado_ou_inocente,  em resposta às #Acusações. Na maioria das jurisdições, as possíveis declarações são de inocente, culpado ou nolo contendere. As pessoas acusadas podem não se manifestar e, nesse caso, o tribunal geralmente entra com uma declaração em seu nome."
120,Movimento_de_luz,"Um #Emissor emite um #Raio de luz a partir de uma #Fonte, ao longo de um #Caminho e/ou em direção a um #Objetivo. Essencialmente, este Frame expressa o movimento (semi-)fictivo do #Raio."
121,Instância,"Esse frame refere-se a nomes transparentes que indicam #Instâncias de #Tipos de entidades ou eventos.
 
"
122,Processo_iniciar,"Um #Evento inicia-se em um certo #Tempo e #Lugar. A #Razão também pode ser indicada. 
Observação:  Consulte o frame Evento."
123,Vestuário,"Este frame refere-se ao vestuário e suas características, incluindo qualquer coisa que as pessoas convencionalmente vestem. O #Usuário veste um #traje que tem um certo #Estilo é feito com um certo #Material, e pode ser de outra forma caracterizado como um #Descritor. Em alguns casos, a localização no #corpo (onde o traje é usado) e #Sub-região do vestuário também pode ser especificada. "
124,Memória,"Este frame se preocupa com Pensadores lembrando e esquecendo #Conteúdo mental.
"
125,Especialidade,Este frame é sobre conhecimento das pessoas ou habilidades em domínios específicos. Não diz respeito a conhecimentos ou familiaridades com pessoas.
126,Incêndio,"Um #Perpetrador incendeia intencionalmente sua propriedade ou a propriedade de outra pessoa, muitas vezes a fim de cobrar um pagamento de seguro sobre essa propriedade."
