Lemma,Cluster
queimada,757
velas,249
madeira,468
checar,861
inspeção,1491
inspector,596
auditor,638
auditoria,633
lista,2061
chefiar,659
liderança,847
administração,444
chefe,3060
chegar,573
viajante,116
passageiro,587
caminhoneiro,474
embarque,1071
saída,1267
cheirar,2608
humano,376
cachorro,1373
gato,829
olfato,2480
perfume,26
odor,2208
fragrância,26
nariz,3359
chocar,2576
comoção,1489
colisão,3332
confronto,406
chorar,1144
lágrimas,1555
chover,7
alagamento,771
resfriamento,908
irrigação,557
região,1882
nuvens,538
frente fria,895
tempestade,771
precipitação,908
chutar,3495
futebolista,1379
esportista,299
pé,1184
perna,2038
cicatrizar,1796
cura,3685
regeneração,224
melhora,917
ferida,3810
fenômeno óptico,990
efeito luminoso,1654
atividade luminosa,1468
manifestação de luz,1098
ação de brilhar,1588
estrelas,349
cristal,855
circular,410
motor,3819
circundar,1279
cercamento,9
cerca,3146
muro,1244
cisar,3149
divisão,40
fenda,8
abertura,219
indústria,1606
cismar,2929
atividade mental,1588
processo cognitivo,990
ação reflexiva,1588
exercício mental,990
prática introspectiva,1468
mente,2663
cérebro,1597
introspecção,3116
citar,3805
menção,3365
citação,161
alusão,3365
prática acadêmica,1468
procedimento legal,1588
técnica de argumentação,611
estratégia retórica,1468
método de validação,1654
escrita,131
argumentação,1231
fonte,3285
intervenção,1889
expressão verbal,1588
manifestação pública,1588
ação de comunicação,1098
pedido de socorro,1654
chamado,1401
classificar,128
categorização,1906
sistemática,1906
processo de organização,1654
atividade de análise,1098
técnica de gestão,611
método científico,990
procedimento sistemático,1654
padrões,1078
categorias,40
classes,2182
grupos,2020
climatizar,1470
processo de adaptação,1654
técnica de controle ambiental,1098
atividade de ajuste,1098
procedimento de conforto,1654
método de regulação,1654
edifício,2662
interior,370
ar-condicionado,1470
umidificação,908
desumidificação,908
co-ocorrer,392
fenômenos,1931
circunstâncias,832
atividades,832
coabitar,969
habitação,1276
convivência,772
cobiçar,1284
inveja,1304
ganância,504
aspiração,993
bens,2427
status,1572
posses,1787
cobrar,1552
pagamento,667
dívida,3053
cobrança,667
taxa,1116
revestimento,101
manta,3903
cobertor,1992
lona,2372
capa,2936
solo,1481
coincidir,590
ocasião,145
colaborar,1613
trabalho em equipe,1098
iniciativa,929
colar,2300
colagem,592
cola,1660
adesivo,1718
resina,468
peça,2398
colecionar,2365
álbum,1389
prateleira,605
vitrine,906
expositor,1804
selos,2594
moedas,577
figurinhas,1130
artefatos,698
colher,1874
safra,1459
cultivo,1732
colheita,270
colheitadeira,175
frutos,1402
grãos,256
produtos,698
colidir,3351
batida,3632
colonizar,1558
terra,2685
colônia,3280
comandar,659
comandante,356
tropa,615
equipe,3180
combater,2356
combinar,1517
elementos,698
ingredientes,1529
fatores,29
componentes,698
partes,1045
comemorar,1177
triunfo,967
comentar,192
crítica,3002
comer,2965
dieta,2131
dente,999
garfo,2281
lanche,3830
comercializar,181
venda,1359
comércio,876
fabricação,1042
criação,294
cometer,126
moral,3780
ética,570
começar,3430
finalização,219
semana,1498
mês,1095
ano,1784
jornada,3738
comparar,1696
qualidade,1897
opção,3286
comparecer,785
intimação,161
programação,2420
sessão,1358
compartilhar,1365
divulgação,1889
compensar,245
desequilíbrio,2002
desvantagem,323
justiça,1798
reparação,764
competir,1456
torneio,579
disputa,1456
time,3458
prêmio,1580
complementar,39
falta,52
incompletude,800
deficiência,955
lacuna,52
aperfeiçoamento,663
completar,3430
cumprimento,1906
ciclo,3161
missão,259
complicar,1517
simplicidade,322
facilidade,213
compor,1430
literatura,2196
poesia,963
teatro,1965
notas,3444
compositor,921
escritor,1353
poeta,3230
conduta,1002
comprar,1408
moeda,577
consumidor,621
comprador,326
possuir,96
ter,1901
receber,1365
compreender,2350
estudante,208
leitor,3088
pesquisador,2604
comprimir,920
compactação,1842
compressão,908
engenheiro,1852
comprometer,2548
promessa,818
comprovar,1274
teste,3150
cientista,2604
investigador,2604
comunicar,1365
meios,3779
sinais,1179
transmissão,175
conceber,536
visão,3108
invenção,859
concepção,3264
designer,3795
inventor,859
criador,3842
conceder,333
licença,578
atribuição,1889
concentrar,181
concluir,3430
raciocínio,1988
concordar,556
diálogo,1903
concorrer,785
rivalidade,918
emulação,595
competitividade,1897
concretizar,181
materialização,181
condenar,902
punição,212
pena,1839
castigo,212
reprovação,3074
condicionar,2548
dependência,1338
limitação,321
restrição,321
variáveis,1585
regras,3400
condizer,1289
consistência,995
congruência,754
conduzir,1452
cabo,1758
conferir,861
confessar,2332
igreja,2412
interrogatório,663
confessionário,380
sinceridade,995
honestidade,995
confiar,32
configurar,948
informática,1606
computação,1606
eletrônica,726
parâmetros,1585
opções,1013
hipótese,83
conformar,556
confundir,556
dúvida,1290
desorientação,213
mal-entendido,848
tradução,27
congestionar,1800
engarrafamento,1800
bloqueio,143
lentidão,243
infraestrutura,595
mobilidade,213
via,1099
conhecer,55
mundo,560
conjeturar,32
suposição,1231
especulação,3114
possibilidade,83
conquistar,320
persistência,322
prestígio,323
fama,1435
honra,1850
glória,1670
homenagem,145
conseguir,1872
êxito,271
orgulho,1369
consentir,3233
consertar,1069
restauração,764
conservar,975
preservação,764
durabilidade,187
cuidados,1869
considerar,556
ponderação,1889
perspectiva,3264
consistir,590
composição,305
consolidar,181
constar,88
constatar,2350
realidade,1178
constituir,181
estabelecimento,663
comissão,3244
edificação,932
arquitetura,932
consultar,3452
diagnóstico,73
esclarecimento,663
site,442
consumir,621
gasto,2755
despesa,2057
contactar,545
fornecedor,326
contar,496
narrativa,1343
cálculo,221
relato,3904
história,1343
número,710
piada,873
caso,2302
contemplar,2350
contestar,556
questionamento,663
continuar,853
contorcer,291
espasmo,463
agonia,1790
torso,3153
cintura,2202
pescoço,100
serpente,1273
músculo,1313
contra-atacar,1876
exército,356
defensor,945
combatente,338
contrair,1173
gripe,1959
contaminação,89
empréstimo,1854
contrariar,556
contratar,39
recrutamento,633
seleção,546
entrevista,103
contribuir,1613
regulação,3420
convencer,941
eleitor,1464
idioma,1502
tópico,377
converter,224
transformar,181
modificar,50
mudar,1733
convidar,1035
convidado,1804
convir,3316
consenso,663
concordância,83
conviver,55
convocar,1792
anúncio,36
assembleia,704
convulsionar,291
caos,3906
distúrbio,58
coordenar,420
copiar,47
scanner,3300
duplicação,595
reprodução,47
imitação,1822
replicação,595
cópia,1296
correr,214
tênis,3836
condicionamento,663
corredor,359
maratonista,851
corresponder,374
acerto,558
retificação,1751
técnicas,832
métodos,2884
habilidades,832
inconsistência,83
desvio,2600
corromper,1006
degradação,485
danificação,727
suborno,480
fraude,529
manipulação,3114
moralidade,995
transparência,995
integridade,995
cortar,540
modelagem,1042
costura,1838
cozimento,892
montagem,1042
acabamento,101
tesoura,21
serra,1587
cortejar,3624
paquera,1507
namoro,914
presentes,456
amado,2458
crush,3409
coruscar,200
reluzência,611
cintilação,1082
decoração,808
ornamento,101
estética,931
luzes,249
cristais,1744
diamantes,855
costumar,1517
cotidiano,1100
dia a dia,252
costurar,1838
confecção,1042
customização,595
moda,3241
alfaiataria,1042
atelier,1805
vestuário,1589
agulha,1014
dedal,2838
vestido,3749
calça,544
camisa,911
restaurante,609
panela,3124
coçar,1653
sensação,79
coceira,522
costas,351
cravar,2570
prego,2004
estaca,2416
crer,2911
espiritualidade,3116
teologia,94
doutrina,94
dogma,247
crescer,1172
amadurecimento,663
infância,264
adolescência,264
população,151
criar,642
criticar,192
política,1676
crítico,3002
cruzar,3406
interseção,790
rota,1565
oceano,226
cuidar,3957
cuidador,1825
culminar,434
ápice,2044
ponto alto,1654
desfecho,1343
culpar,1626
justificação,1889
acusador,768
cultivar,19
florescimento,294
jardinagem,1021
semente,2637
fertilizante,3184
agricultor,1853
jardineiro,1021
produtor,1853
fazendeiro,1853
horticultor,1021
cordialidade,772
saudação,753
sorriso,3594
conhecido,82
estranho,1675
cumprir,483
procedimentos,73
diretrizes,832
curar,2796
medicina,837
remédios,1497
tratamentos,73
terapias,242
cursar,1339
universidade,2214
escola,680
faculdade,2766
matérias,1592
disciplinas,2766
cursos,608
programas,539
curtir,3168
curvar,3071
deformação,1085
torção,528
flexão,1360
arqueamento,1842
custar,3823
prejuízo,173
cutucar,2052
incômodo,755
dançar,433
balada,388
coreografia,1110
passos,1156
dar,2083
recebimento,143
gratidão,599
datar,3658
cronologia,1343
debandar,614
fuga,3463
turma,1851
manifestantes,965
temas,1438
assuntos,1078
questões,2715
tópicos,1438
debatedores,1804
políticos,0
acadêmicos,0
debitar,2914
banco,1455
financeiro,292
terminal,716
debruçar,846
parapeito,1206
varanda,1145
sacada,1145
mureta,1476
curiosos,657
turistas,41
decidir,1564
opiniões,1942
conselhos,1933
dilemas,2865
casos,815
líderes,2020
gestores,41
juízes,34
declarar,2332
proclamação,24
discursos,340
comunicados,913
renda,1297
autoridades,832
governos,41
porta-vozes,41
oficiais,356
decolar,1277
aviação,526
decolagem,2272
aeronave,526
turbina,210
aviões,526
aeronaves,526
jatos,2917
helicópteros,603
drones,678
decorar,808
móveis,698
cores,85
estilos,1078
ambientes,1078
espaços,1078
salas,124
quartos,928
casas,1077
arquitetos,1092
profissionais,0
decorrer,434
duração,1659
período,472
anos,782
meses,782
dias,782
semanas,782
horas,782
decretar,24
decreto,24
legislação,3420
mandato,1260
regulamento,3420
medidas,1013
restrições,321
sanções,212
políticas,832
presidente,444
prefeito,262
dedicar,304
militar,492
ativista,845
cidadão,627
político,292
táticas,2950
definhar,10
declínio,294
desnutrição,275
definir,128
limites,763
significado,1641
objetivos,1078
termos,1078
defletir,514
dispersão,187
difração,1807
refratação,198
interferência,83
radiação,417
ondas,2997
espelho,567
prisma,3641
lente,1637
escudo,3488
defrontar,3414
guerreiro,338
competidor,765
deglutir,576
ingestão,3674
língua,1175
esôfago,3922
saliva,3992
degustar,205
gourmet,1488
sommelier,328
chef,1635
apreciador,300
paladar,541
sentidos,752
sabores,1066
aromas,1066
deitar,899
soneca,628
travesseiro,332
colchão,332
sofá,3005
deixar,201
liberação,54
liberdade,320
delatar,1774
desconfiança,169
repercussões,832
deliberar,1564
pauta,2022
comitê,2538
junta,677
deliciar,205
visitante,1752
deliciar-se,205
delirar,331
alucinação,79
euforia,1489
fantasia,1390
ilusão,1766
demandar,1770
atendimento,925
demitir,2972
desemprego,661
desligamento,143
rescisão,217
dispensa,39
empregado,722
pessoal,1100
demolir,1862
escombros,291
reconstrução,932
explosivo,431
prédio,2662
ilustração,681
exemplo,174
demorar,3434
retardo,58
denominar,1401
título,3667
apelido,3878
rótulo,2437
classificação,1889
rotulagem,1269
denunciar,192
repercussão,323
abuso,1420
deparar,2248
explorar,1558
viajar,938
observar,2350
depender,1338
fator,2837
variável,1585
depor,2632
depositar,1365
valores,1078
deprimir,481
apatia,1160
melancolia,535
ânimo,3443
espírito,1988
humor,3518
derivar,590
fundamento,663
raiz,1327
derramar,115
bagunça,1308
transbordamento,1684
derrame,3589
óleo,2467
sangue,3813
derrotar,1876
concorrência,1897
rival,2366
derrubar,1006
desmoronamento,485
derrocada,485
desabafar,192
descompressão,908
descarrego,1684
sentimentos,1988
frustrações,81
angústias,81
preocupações,832
chuva,2847
terremoto,960
inundação,771
erosão,600
barragem,3542
telhado,1206
desacelerar,564
moderação,1869
desacordar,556
inconsciência,3116
desmaio,2901
letargia,1160
torpor,1160
golpe,1368
trauma,3313
desafiar,3414
convenção,704
desandar,794
complicações,213
imprevisto,848
desanimar,853
desmotivação,213
desalento,169
rejeição,3074
desaparecer,1084
mistério,1309
busca,2799
roubo,926
sequestro,734
desarrumar,3368
arrumação,1788
armário,649
desassociar,597
desbravar,1558
expedição,1834
floresta,193
selva,2289
descansar,1380
reposição,764
rejuvenescimento,663
férias,2413
fim de semana,252
intervalo,817
descartar,50
reutilização,1898
reciclagem,1898
acumulação,1906
descarte,1898
eliminação,764
lixo,1463
resíduo,743
plástico,1785
descer,1028
ladeira,1549
escada,1539
elevador,104
declive,3082
desclassificar,556
concurso,687
descolar,1277
aderência,187
etiqueta,1269
desconfiar,32
desconhecer,556
ignorância,169
desinformação,3114
desconhecimento,169
falta de informação,611
falta de conhecimento,611
descorar,1921
desbotamento,727
perda de cor,1588
exposição ao sol,1098
lavagem frequente,1054
descrever,430
narrador,1343
repórter,1650
desculpar,192
ofensa,2850
desejar,201
anseio,336
sonhador,62
ambicioso,62
desembarcar,1071
desempenhar,181
competências,832
desencadear,228
estímulo,537
desenhar,179
esboço,1944
ilustrador,229
lápis,2768
tinta,1609
desenrolar,1343
desdobramento,663
progressão,83
soluções,1316
projetos,1078
desertar,614
deserção,614
ruptura,485
soldado,78
recruta,356
oficial,492
traição,613
desesperar,650
angústia,1790
aflição,1790
desestimular,2548
indiferença,169
incentivo,537
empenho,2068
desfazer,50
desmontagem,1042
desconstrução,932
cancelamento,143
engano,283
desferir,523
combate,164
desfilar,589
modelo,1270
estilo,1270
exibição,637
mostra,430
carnaval,589
momentos,145
experiências,3116
desgostar,1604
preferência,39
gosto,2758
desidratar,1921
secura,1330
desidratação,275
sede,3187
fluido,2195
designar,1401
especificação,595
desistir,853
derrota,967
desligar,350
economia de energia,1098
reinicialização,595
disjuntor,416
aparelho,1726
deslizar,729
neve,2445
gelo,996
lama,2619
rampa,3062
patinador,299
esquiador,1840
deslocar,1279
realocação,219
articulação,410
osso,3213
membro,3900
ombro,2003
joelho,674
deslumbrar,96
maravilha,1344
impressionar,96
seduzir,153
envolver,2548
desmaiar,1102
desmascarar,192
mentira,1178
farsa,529
trapaça,1738
desmentir,192
descrédito,169
negação,290
contestação,1889
desmontar,715
manual,2699
bicicleta,1706
desocupar,171
vazio,1417
desorganizar,1006
despedir,753
reestruturação,1906
despejar,1135
desalojamento,1745
desocupação,1745
ordem judicial,942
inadimplência,3114
inquilino,171
ocupante,171
desperdiçar,245
escassez,1776
consciência,3116
despontar,1172
potencial,1436
surgimento,294
desprezar,556
desdém,1934
arrogância,169
consideração,1889
desqualificar,556
destinar,304
propósito,2780
finalidade,2780
destruir,1006
desvendar,1997
detetive,596
enigma,1309
pergunta,2715
desviar,860
evitar,2356
prevenir,2356
salvar,3346
redirecionar,913
detalhar,430
detectar,3275
anomalia,1085
deter,2586
guarda,512
polícia,3113
determinar,128
detestar,1604
obediência,995
devolver,1365
aluguel,51
reembolso,667
restituição,667
retorno,1444
compensação,1906
devorar,1545
saciedade,397
diagnosticar,73
sintoma,58
patologia,944
dialisar,200
insuficiência renal,362
doença renal,362
complicação,213
purificação,224
filtragem,1902
toxina,2750
impureza,240
diferenciar,128
distinção,754
diferir,497
contraste,754
divergência,83
ponto de vista,1654
dificultar,2548
difundir,987
publicação,1889
disseminação,294
espalhamento,1842
diluir,2722
dissolução,485
atenuação,187
diplomar,1441
graduação,2766
habilitação,633
conclusão de curso,1654
formação acadêmica,1468
educação superior,1588
processo educacional,990
certificação profissional,1098
certificados,411
diplomas,1441
avaliações,1942
dirigir,1452
condução,1452
piloto,234
taxista,587
automóvel,1023
moto,1811
ônibus,2875
discernir,2350
capacidade cognitiva,1468
habilidade mental,1588
processo mental,990
atividade intelectual,1098
função cerebral,198
filósofo,2604
lógica,871
inteligência,322
disciplinar,3420
educador,208
mestre,534
instrutor,1410
princípios,1078
discursar,340
oratória,1738
púlpito,1920
orador,340
palestrante,1804
troca de ideias,1054
idéias,3910
pontos de vista,1654
disfarçar,235
camuflagem,1912
ocultação,290
simulação,1397
esconderijo,414
espião,3582
agente secreto,1654
infiltrado,3114
máscara,3735
maquiagem,1136
disparar,209
balística,288
munição,610
foguete,248
dispensar,39
despedida,753
exoneração,1283
demissão,1283
dispersar,821
dissipação,187
difusão,294
aglomeração,3726
disponibilizar,181
compartilhamento,595
materiais,698
disputar,1456
superioridade,800
